time,reward,position,velocity,acceleration,action,Q_value,td_error
0.2038283348083496,-19.080000000000002,-0.936,-0.00014976,0.001360752,-0.4500000000000013,-1.9080000000000004,19.080000000000002
0.7604684829711914,-19.080000000000002,-0.936,0.00047611,0.00032785,1.0,-1.9080000000000004,19.080000000000002
1.0182595252990723,-16.68,-0.856,0.14657765,0.088068802,0.5499999999999996,-1.6680000000000001,16.68
1.2119770050048828,0.6856985962870094,-0.628,0.69509254,0.22304418899999998,0.7999999999999998,0.06856985962870094,0.6856985962870094
1.4684226512908936,2.115422587848797,-0.368,1.0,0.30450116000000005,0.3499999999999994,0.2115422587848797,2.115422587848797
1.7042782306671143,6.732502423798424,0.108,1.0,0.41307543900000004,0.049999999999999156,0.6732502423798424,6.732502423798424
2.1338930130004883,0.3945396804650523,0.612,1.0,0.456819214,-1.0000000000000018,0.03945396804650523,0.3945396804650523
2.219648599624634,-0.018735951111485294,0.712,1.0,-0.533258545,-1.0000000000000018,0.03363497613070618,0.05818991915799052
2.649789810180664,0.5978384694427301,0.572,1.0,-0.7175119019999999,0.049999999999999156,0.059783846944273016,0.5978384694427301
2.9274022579193115,3.664453660203801,-0.292,-1.0,-0.788075562,-0.5000000000000013,0.36644536602038014,3.664453660203801
3.034714460372925,-0.24821385497652404,-0.784,-1.0,-0.414639069,-0.4500000000000013,-0.024821385497652407,0.24821385497652404
3.2707583904266357,-18.96,-0.932,-1.0,-0.273581818,-0.05000000000000093,-1.8960000000000001,18.96
3.7209324836730957,-16.2,-0.84,-1.0,0.324159637,1.0,-1.62,16.2
4.06416392326355,0.05270961789084039,-0.744,-0.85035522,0.36233245799999997,0.24999999999999933,0.005270961789084039,0.05270961789084039
4.343214511871338,2.1863544609750902,-0.436,0.43103991999999997,0.374464386,-0.30000000000000115,0.21863544609750904,2.1863544609750902
4.6860575675964355,12.917645335842487,-0.02,1.0,0.406560516,-0.9500000000000017,1.2917645335842487,12.917645335842487
4.836046457290649,2.49353905899632,0.332,1.0,0.177497604,-0.8000000000000016,0.24935390589963202,2.49353905899632
5.223121166229248,1.5692737258701712,0.428,1.0,0.013528805,0.049999999999999156,0.7628525907288753,0.8960234834903288
5.437294960021973,1.5692737258701712,0.428,1.0,-0.28245010400000004,0.39999999999999947,0.15692737258701714,1.5692737258701712
5.908798933029175,1.835258558457017,0.416,0.8629376999999999,-0.247839844,-0.8000000000000016,0.1835258558457017,1.835258558457017
6.144542455673218,0.5935768916799735,0.62,0.80262451,0.055994385,-0.5000000000000013,0.05935768916799736,0.5935768916799735
6.703056335449219,0.5669086973035017,0.64,0.74930077,-0.033325584,1.0,0.056690869730350174,0.5669086973035017
7.2813520431518555,2.496897321744046,0.412,-0.34045284000000003,-0.13983938599999998,-0.5500000000000014,0.24968973217440463,2.496897321744046
7.8615968227386475,0.5162828583806252,0.72,0.53080696,0.260067017,0.95,0.05162828583806252,0.5162828583806252
8.3745698928833,-17.759999999999998,0.892,0.79348846,0.009622707,-0.40000000000000124,-1.7759999999999998,17.759999999999998
8.653940916061401,-19.319999999999997,0.944,0.55782543,-0.008637836,-0.9500000000000017,-1.9319999999999997,19.319999999999997
9.233412742614746,-17.759999999999998,0.892,0.33100208000000003,-0.104156975,0.49999999999999956,-1.7759999999999998,17.759999999999998
9.55537486076355,4.545945719335512,0.228,-1.0,-0.309443115,-0.10000000000000098,0.4545945719335512,4.545945719335512
9.941349983215332,12.294312560951246,0.028,-1.0,-0.020882689,-0.9500000000000017,1.2294312560951246,12.294312560951246
10.413574934005737,4.730909131025008,-0.216,-1.0,0.025022551,0.24999999999999933,0.47309091310250084,4.730909131025008
10.649855613708496,-0.11390891175041973,-0.74,-1.0,-0.133349442,-0.15000000000000102,-0.011390891175041974,0.11390891175041973
11.035795211791992,-18.96,-0.932,-1.0,-0.014076796999999999,0.7499999999999998,-3.6024000000000003,18.96
11.593215227127075,-15.719999999999997,-0.824,-1.0,0.319753601,-0.7500000000000016,-2.9867999999999997,15.719999999999997
11.936547994613647,1.8188716209750901,-0.436,0.73727562,0.273008667,-0.05000000000000093,0.34558560798526716,1.8188716209750901
12.108855485916138,2.456489345730783,-0.34,0.95788338,0.00591354,-0.2500000000000011,0.46673297568884886,2.456489345730783
